company,company_tier,total_questions,easy_pct,medium_pct,hard_pct,avg_acceptance,median_acceptance,avg_frequency,median_frequency,avg_likes,avg_dislikes,top_category
1kosmos,Tier_C,1,0.0,100.0,0.0,63.9,63.9,100.0,100.0,832.0,41.0,Algorithms
6sense,Tier_C,7,0.0,85.71428571428571,14.285714285714286,54.98571428571428,53.2,91.07142857142857,87.5,2246.714285714286,322.57142857142856,Algorithms
accelya,Tier_C,1,100.0,0.0,0.0,75.2,75.2,100.0,100.0,186.0,18.0,Algorithms
accenture,Tier_A,142,45.070422535211264,47.183098591549296,7.746478873239437,59.897887323943664,59.85,52.55281690140845,50.0,11970.617021276596,1557.9929078014184,Algorithms
accolite,Tier_C,20,20.0,75.0,5.0,51.79,50.9,69.375,62.5,20886.736842105263,1335.8947368421052,Algorithms
acko,Tier_C,4,50.0,0.0,50.0,72.32499999999999,69.65,93.75,93.75,1501.25,164.5,Algorithms
acorns,Tier_C,1,0.0,100.0,0.0,72.6,72.6,100.0,100.0,6589.0,597.0,Algorithms
activision,Tier_C,3,33.333333333333336,66.66666666666667,0.0,65.96666666666667,67.6,79.16666666666667,75.0,4580.0,288.3333333333333,Algorithms
adobe,Tier_A,156,25.641025641025642,60.8974358974359,13.461538461538462,58.266666666666666,58.150000000000006,55.44871794871795,50.0,11095.045454545454,1262.435064935065,Algorithms
adp,Tier_C,2,50.0,0.0,50.0,39.1,39.1,81.25,81.25,8952.0,282.5,Algorithms
aetion,Tier_C,1,0.0,100.0,0.0,64.8,64.8,100.0,100.0,5479.0,302.0,Algorithms
affinity,Tier_C,1,0.0,0.0,100.0,69.8,69.8,100.0,100.0,1801.0,82.0,Algorithms
affirm,Tier_C,10,10.0,60.0,30.0,56.54,54.45,67.5,62.5,7507.1,1174.0,Algorithms
agoda,Tier_B,44,34.09090909090909,61.36363636363637,4.545454545454546,59.824999999999996,59.8,63.63636363636363,62.5,13696.119047619048,874.9285714285714,Algorithms
airbnb,Tier_B,61,18.0327868852459,47.540983606557376,34.42622950819672,54.08688524590164,53.2,65.3688524590164,75.0,8171.0,860.672131147541,Algorithms
airbus,Tier_C,4,50.0,50.0,0.0,48.800000000000004,42.1,100.0,100.0,15543.25,575.75,Algorithms
airtel,Tier_C,7,14.285714285714286,85.71428571428571,0.0,56.24285714285714,56.8,71.42857142857143,75.0,21507.85714285714,1559.857142857143,Algorithms
airwallex,Tier_C,1,0.0,100.0,0.0,68.7,68.7,37.5,37.5,13819.0,349.0,Algorithms
akamai,Tier_C,10,50.0,50.0,0.0,63.44999999999999,61.5,61.25,50.0,20191.4,1192.1,Algorithms
akuna-capital,Tier_C,17,5.882352941176471,47.05882352941177,47.05882352941177,55.323529411764696,56.4,91.17647058823529,100.0,4058.529411764706,265.7647058823529,Algorithms
alibaba,Tier_C,5,0.0,80.0,20.0,53.120000000000005,50.1,90.0,100.0,5060.4,409.8,Algorithms
allincall,Tier_C,1,100.0,0.0,0.0,79.4,79.4,100.0,100.0,611.0,73.0,Algorithms
alphonso,Tier_C,1,0.0,100.0,0.0,47.2,47.2,100.0,100.0,1022.0,135.0,Algorithms
alten,Tier_C,1,100.0,0.0,0.0,47.6,47.6,62.5,62.5,19118.0,4720.0,Algorithms
altimetrik,Tier_C,4,75.0,25.0,0.0,61.825,63.5,81.25,81.25,25112.75,1148.0,Algorithms
amadeus,Tier_C,2,50.0,50.0,0.0,74.0,74.0,81.25,81.25,6969.5,250.5,Algorithms
amazon,Tier_A,1957,26.77567705671947,54.93101686254471,18.29330608073582,60.225293817066934,60.9,26.309402146142055,25.0,3548.9131130063965,468.1775053304904,Algorithms
amd,Tier_C,17,47.05882352941177,52.94117647058823,0.0,57.68235294117647,57.5,66.17647058823529,62.5,22800.58823529412,1617.0,Algorithms
amdocs,Tier_C,5,40.0,60.0,0.0,68.97999999999999,74.6,87.5,100.0,5845.0,271.6666666666667,Algorithms
american-airlines,Tier_C,1,0.0,100.0,0.0,49.9,49.9,12.5,12.5,2601.0,1993.0,Algorithms
american-express,Tier_C,24,37.5,45.833333333333336,16.666666666666668,57.225,55.75,56.25,56.25,13967.304347826086,1320.7826086956522,Algorithms
amplitude,Tier_C,1,0.0,100.0,0.0,40.0,40.0,12.5,12.5,988.0,347.0,Algorithms
analytics-quotient,Tier_C,2,100.0,0.0,0.0,50.75,50.75,100.0,100.0,25.5,60.5,Database
andela,Tier_C,1,100.0,0.0,0.0,44.2,44.2,62.5,62.5,25692.0,1873.0,Algorithms
anduril,Tier_B,51,9.803921568627452,78.43137254901961,11.764705882352942,59.57058823529412,58.7,46.81372549019608,50.0,10670.921568627451,900.9215686274509,Algorithms
anthropic,Tier_C,4,0.0,100.0,0.0,63.425,66.85,40.625,25.0,1115.25,1242.5,Algorithms
anyscale,Tier_C,1,0.0,0.0,100.0,51.2,51.2,100.0,100.0,4127.0,5076.0,Algorithms
aon,Tier_C,5,40.0,40.0,20.0,59.55999999999999,64.4,52.5,62.5,4803.8,119.2,Algorithms
apolloio,Tier_C,3,0.0,66.66666666666667,33.333333333333336,59.73333333333333,57.8,70.83333333333333,75.0,12372.0,728.0,Algorithms
appdynamics,Tier_C,2,50.0,50.0,0.0,62.45,62.45,31.25,31.25,1755.0,124.0,Algorithms
appfolio,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,56.833333333333336,47.4,58.333333333333336,62.5,9411.333333333334,469.3333333333333,Algorithms
apple,Tier_A,303,25.41254125412541,59.73597359735974,14.851485148514852,57.526402640264024,57.3,43.31683168316832,37.5,9375.142857142857,1162.5315614617941,Algorithms
applied-intuition,Tier_C,11,0.0,63.63636363636363,36.36363636363637,59.42727272727273,61.4,36.36363636363637,37.5,6356.909090909091,558.0909090909091,Algorithms
aqr-capital-management,Tier_C,5,40.0,60.0,0.0,57.15999999999999,56.8,42.5,37.5,18565.0,2373.2,Algorithms
arcesium,Tier_C,15,0.0,53.333333333333336,46.666666666666664,54.220000000000006,58.8,40.833333333333336,37.5,10651.866666666667,618.2,Algorithms
argo-ai,Tier_C,2,0.0,0.0,100.0,48.3,48.3,25.0,25.0,3742.0,191.0,Algorithms
arista-networks,Tier_B,38,28.94736842105263,68.42105263157895,2.6315789473684212,61.48947368421051,61.650000000000006,50.0,50.0,12716.605263157895,1169.8947368421052,Algorithms
asana,Tier_C,4,25.0,75.0,0.0,60.35000000000001,65.35,28.125,25.0,11189.666666666666,719.0,Algorithms
ascend,Tier_C,1,0.0,100.0,0.0,62.5,62.5,100.0,100.0,988.0,87.0,Algorithms
athenahealth,Tier_C,5,20.0,80.0,0.0,55.71999999999999,51.8,72.5,75.0,23298.4,1096.6,Algorithms
atlassian,Tier_B,61,9.836065573770492,68.85245901639344,21.311475409836067,53.48688524590165,52.9,43.032786885245905,37.5,8806.135593220339,573.2881355932203,Algorithms
att,Tier_C,6,16.666666666666668,83.33333333333333,0.0,58.69999999999999,60.599999999999994,52.083333333333336,62.5,15509.5,847.0,Algorithms
attentive,Tier_C,6,33.333333333333336,33.333333333333336,33.333333333333336,50.949999999999996,51.2,52.083333333333336,43.75,8204.166666666666,1537.3333333333333,Algorithms
audible,Tier_C,5,40.0,60.0,0.0,58.7,57.1,70.0,87.5,6725.8,309.0,Algorithms
auriga,Tier_C,1,0.0,100.0,0.0,85.5,85.5,12.5,12.5,600.0,56.0,Algorithms
aurora,Tier_C,11,9.090909090909092,45.45454545454545,45.45454545454545,49.58181818181819,48.8,45.45454545454545,50.0,8552.90909090909,666.2727272727273,Algorithms
autodesk,Tier_B,34,20.58823529411765,55.88235294117647,23.529411764705884,54.538235294117655,53.8,59.55882352941177,62.5,16500.558823529413,1112.8529411764705,Algorithms
avalara,Tier_C,1,0.0,0.0,100.0,24.9,24.9,100.0,100.0,90.0,159.0,Algorithms
avito,Tier_C,9,22.22222222222222,77.77777777777777,0.0,63.96666666666667,68.9,48.611111111111114,50.0,19464.555555555555,1658.4444444444443,Algorithms
axis-bank,Tier_C,1,0.0,0.0,100.0,60.3,60.3,100.0,100.0,43.0,3.0,Algorithms
axon,Tier_C,9,22.22222222222222,77.77777777777777,0.0,59.94444444444444,60.6,45.833333333333336,37.5,8794.333333333334,1685.6666666666667,Algorithms
baidu,Tier_C,11,0.0,54.54545454545455,45.45454545454545,49.79090909090908,48.4,35.22727272727273,37.5,5973.636363636364,345.1818181818182,Algorithms
bank-of-america,Tier_C,2,100.0,0.0,0.0,50.5,50.5,75.0,75.0,29394.5,1575.5,Algorithms
barclays,Tier_C,16,37.5,56.25,6.25,60.293749999999996,56.5,62.5,62.5,12168.5625,1163.9375,Algorithms
bcg,Tier_C,11,27.272727272727273,54.54545454545455,18.181818181818183,57.17272727272728,60.5,67.04545454545455,62.5,7192.727272727273,1839.8181818181818,Algorithms
bending-spoons,Tier_C,2,0.0,50.0,50.0,43.15,43.15,56.25,56.25,19569.0,1320.5,Algorithms
bill-com,Tier_C,1,0.0,100.0,0.0,65.7,65.7,12.5,12.5,1911.0,171.0,Algorithms
bitgo,Tier_C,15,0.0,66.66666666666667,33.333333333333336,50.90666666666666,48.0,58.333333333333336,62.5,18518.733333333334,1048.0,Algorithms
blackbuck,Tier_C,2,0.0,100.0,0.0,65.25,65.25,25.0,25.0,15654.0,645.0,Algorithms
blackrock,Tier_C,14,42.857142857142854,50.0,7.142857142857143,59.34285714285715,59.25,64.28571428571429,62.5,19673.285714285714,1812.7857142857142,Algorithms
blackstone,Tier_C,2,50.0,0.0,50.0,51.45,51.45,12.5,12.5,2344.5,205.0,Algorithms
blend,Tier_C,3,0.0,100.0,0.0,50.866666666666674,50.6,29.166666666666668,37.5,10885.0,849.3333333333334,Algorithms
blinkit,Tier_C,6,0.0,83.33333333333333,16.666666666666668,58.349999999999994,56.3,64.58333333333333,56.25,15517.333333333334,553.6666666666666,Algorithms
bloomberg,Tier_A,1190,32.94117647058823,53.61344537815126,13.445378151260504,61.37016806722689,61.3,30.0,25.0,4897.271711092003,622.1143594153052,Algorithms
bloomreach,Tier_C,1,0.0,100.0,0.0,71.9,71.9,100.0,100.0,454.0,1845.0,Algorithms
blue-origin,Tier_C,2,50.0,50.0,0.0,63.45,63.45,56.25,56.25,3947.5,802.0,Algorithms
bnp-paribas,Tier_C,1,0.0,0.0,100.0,79.3,79.3,87.5,87.5,757.0,229.0,Algorithms
bny-mellon,Tier_C,15,13.333333333333334,66.66666666666667,20.0,52.85999999999999,54.9,54.166666666666664,62.5,9593.4,741.1333333333333,Algorithms
boeing,Tier_C,3,0.0,33.333333333333336,66.66666666666667,56.53333333333333,60.8,41.666666666666664,37.5,2779.3333333333335,314.6666666666667,Algorithms
bolt,Tier_C,6,50.0,33.333333333333336,16.666666666666668,61.38333333333333,55.3,39.583333333333336,31.25,13496.166666666666,439.8333333333333,Algorithms
bookingcom,Tier_C,14,14.285714285714286,57.142857142857146,28.571428571428573,57.942857142857136,50.8,59.82142857142857,62.5,8336.57142857143,918.5,Algorithms
box,Tier_C,8,25.0,50.0,25.0,57.224999999999994,61.05,43.75,43.75,8112.375,935.875,Algorithms
bp,Tier_C,2,0.0,100.0,0.0,65.44999999999999,65.44999999999999,31.25,31.25,11340.5,420.0,Algorithms
braze,Tier_C,1,0.0,100.0,0.0,77.4,77.4,25.0,25.0,1038.0,535.0,Algorithms
bridgewater-associates,Tier_C,2,0.0,100.0,0.0,66.5,66.5,56.25,56.25,1631.0,225.0,Algorithms
brillio,Tier_C,1,0.0,100.0,0.0,82.7,82.7,12.5,12.5,1469.0,184.0,Algorithms
broadcom,Tier_C,2,0.0,100.0,0.0,49.5,49.5,75.0,75.0,20853.5,989.5,Algorithms
browserstack,Tier_C,1,0.0,100.0,0.0,68.7,68.7,37.5,37.5,13819.0,349.0,Algorithms
bt-group,Tier_C,1,100.0,0.0,0.0,85.5,85.5,12.5,12.5,270.0,20.0,Algorithms
buyhatke,Tier_C,3,0.0,33.333333333333336,66.66666666666667,61.0,66.1,45.833333333333336,37.5,22145.333333333332,733.3333333333334,Algorithms
bytedance,Tier_B,66,7.575757575757576,78.78787878787878,13.636363636363637,55.195454545454545,55.05,53.40909090909091,50.0,14974.878787878788,1041.6515151515152,Algorithms
c3-ai,Tier_C,11,18.181818181818183,72.72727272727273,9.090909090909092,58.47272727272727,58.7,45.45454545454545,50.0,18395.909090909092,949.7272727272727,Algorithms
cadence,Tier_C,8,37.5,37.5,25.0,59.8,64.5,46.875,37.5,19226.625,3630.5,Algorithms
canonical,Tier_C,3,66.66666666666667,33.333333333333336,0.0,63.26666666666666,57.8,41.666666666666664,50.0,8499.333333333334,1169.0,Algorithms
canva,Tier_C,2,0.0,50.0,50.0,46.9,46.9,43.75,43.75,6515.0,727.0,Algorithms
capgemini,Tier_B,35,48.57142857142857,45.714285714285715,5.714285714285714,61.31999999999999,62.8,55.714285714285715,62.5,17264.571428571428,2357.7714285714287,Algorithms
capital-one,Tier_B,60,21.666666666666668,60.0,18.333333333333332,58.408333333333324,57.8,48.125,50.0,9331.416666666666,771.6833333333333,Algorithms
careem,Tier_C,6,33.333333333333336,66.66666666666667,0.0,63.31666666666666,62.6,58.333333333333336,62.5,20015.166666666668,1299.8333333333333,Algorithms
cars24,Tier_C,3,0.0,100.0,0.0,54.366666666666674,53.2,45.833333333333336,62.5,15842.666666666666,757.0,Algorithms
carwale,Tier_C,3,66.66666666666667,33.333333333333336,0.0,45.6,44.2,83.33333333333333,87.5,19629.666666666668,1052.3333333333333,Algorithms
cashfree,Tier_C,5,0.0,80.0,20.0,52.739999999999995,59.5,25.0,25.0,3848.2,346.8,Algorithms
caterpillar,Tier_C,1,100.0,0.0,0.0,47.6,47.6,62.5,62.5,19118.0,4720.0,Algorithms
cerner,Tier_C,2,50.0,50.0,0.0,56.550000000000004,56.550000000000004,56.25,56.25,21777.0,1403.5,Algorithms
chalo,Tier_C,1,0.0,100.0,0.0,73.9,73.9,87.5,87.5,10153.0,261.0,Algorithms
chargebee,Tier_C,1,0.0,100.0,0.0,45.3,45.3,12.5,12.5,101.0,8.0,Algorithms
checkpoint,Tier_C,1,100.0,0.0,0.0,35.3,35.3,12.5,12.5,3035.0,193.0,Algorithms
chewy,Tier_C,6,33.333333333333336,66.66666666666667,0.0,55.38333333333333,55.25,64.58333333333333,62.5,18166.666666666668,868.5,Algorithms
chime,Tier_C,3,0.0,100.0,0.0,64.86666666666666,66.1,41.666666666666664,25.0,8961.666666666666,492.3333333333333,Algorithms
chubb,Tier_C,4,0.0,75.0,25.0,58.199999999999996,57.8,31.25,25.0,4811.25,386.0,Algorithms
ciena,Tier_C,2,0.0,100.0,0.0,48.55,48.55,100.0,100.0,262.5,23.5,Database
circle,Tier_C,2,0.0,50.0,50.0,59.05,59.05,56.25,56.25,916.0,204.0,Algorithms
cisco,Tier_B,79,26.582278481012658,55.69620253164557,17.72151898734177,55.53797468354429,54.3,49.68354430379747,50.0,13953.038961038961,1512.155844155844,Algorithms
citadel,Tier_B,89,6.741573033707865,61.79775280898876,31.46067415730337,56.08651685393258,55.5,47.752808988764045,50.0,9959.516853932584,806.7640449438202,Algorithms
citi,Tier_C,6,33.333333333333336,50.0,16.666666666666668,62.833333333333336,57.65,62.5,56.25,22786.333333333332,1014.6666666666666,Algorithms
citrix,Tier_C,5,20.0,60.0,20.0,61.31999999999999,61.9,62.5,87.5,5361.4,266.4,Algorithms
clari,Tier_C,3,0.0,100.0,0.0,70.26666666666667,65.4,50.0,37.5,4120.666666666667,156.66666666666666,Algorithms
cleartrip,Tier_C,1,0.0,0.0,100.0,71.0,71.0,12.5,12.5,2480.0,35.0,Algorithms
clevertap,Tier_C,7,14.285714285714286,71.42857142857143,14.285714285714286,55.50000000000001,51.9,44.642857142857146,37.5,10466.42857142857,1827.4285714285713,Algorithms
cloudera,Tier_C,3,66.66666666666667,33.333333333333336,0.0,71.66666666666667,70.4,12.5,12.5,2691.3333333333335,137.0,Algorithms
cloudflare,Tier_C,11,9.090909090909092,72.72727272727273,18.181818181818183,56.18181818181818,54.7,46.59090909090909,37.5,12649.636363636364,808.6363636363636,Algorithms
clutter,Tier_C,1,0.0,100.0,0.0,51.9,51.9,100.0,100.0,76.0,154.0,Algorithms
cme-group,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,51.73333333333333,48.0,66.66666666666667,62.5,17368.666666666668,2255.0,Algorithms
cockroach-labs,Tier_C,2,0.0,50.0,50.0,40.45,40.45,37.5,37.5,8845.0,1480.0,Algorithms
code-studio,Tier_C,1,100.0,0.0,0.0,69.6,69.6,12.5,12.5,1457.0,74.0,Algorithms
coditas,Tier_C,1,100.0,0.0,0.0,57.5,57.5,100.0,100.0,61571.0,2223.0,Algorithms
cognizant,Tier_B,46,67.3913043478261,28.26086956521739,4.3478260869565215,60.3804347826087,60.3,58.42391304347826,62.5,15395.288888888888,2231.4,Algorithms
cohesity,Tier_C,4,0.0,25.0,75.0,54.225,56.2,53.125,50.0,15619.0,690.0,Algorithms
coinbase,Tier_C,12,16.666666666666668,66.66666666666667,16.666666666666668,59.61666666666667,56.15,54.166666666666664,50.0,5358.916666666667,781.5833333333334,Algorithms
coindcx,Tier_C,4,25.0,75.0,0.0,56.8,54.4,50.0,43.75,8471.5,670.0,Algorithms
coinswitch-kuber,Tier_C,1,100.0,0.0,0.0,63.8,63.8,62.5,62.5,17835.0,521.0,Algorithms
comcast,Tier_C,6,66.66666666666667,33.333333333333336,0.0,52.550000000000004,55.05,70.83333333333333,68.75,32722.0,2751.3333333333335,Algorithms
commvault,Tier_C,5,20.0,80.0,0.0,50.94,47.0,50.0,62.5,14254.8,2419.4,Algorithms
compass,Tier_C,8,25.0,62.5,12.5,55.1,52.150000000000006,54.6875,50.0,7723.125,637.375,Algorithms
confluent,Tier_C,9,0.0,77.77777777777777,22.22222222222222,63.455555555555556,64.5,55.55555555555556,50.0,7728.555555555556,434.44444444444446,Algorithms
couchbase,Tier_C,6,50.0,50.0,0.0,66.26666666666667,68.94999999999999,56.25,56.25,6885.0,335.6666666666667,Algorithms
coupa,Tier_C,1,0.0,100.0,0.0,51.8,51.8,62.5,62.5,23328.0,848.0,Algorithms
coupang,Tier_B,49,6.122448979591836,65.3061224489796,28.571428571428573,54.030612244897966,51.9,46.42857142857143,37.5,10664.265306122448,652.8571428571429,Algorithms
coursera,Tier_C,9,11.11111111111111,44.44444444444444,44.44444444444444,59.87777777777777,60.1,51.388888888888886,25.0,2305.0,903.2222222222222,Algorithms
coveo,Tier_C,1,0.0,100.0,0.0,60.0,60.0,62.5,62.5,31145.0,1991.0,Algorithms
cred,Tier_C,2,50.0,50.0,0.0,69.75,69.75,31.25,31.25,6181.0,356.5,Algorithms
criteo,Tier_C,10,70.0,30.0,0.0,56.46,55.4,57.5,56.25,18640.2,1422.5,Algorithms
crowdstrike,Tier_C,11,27.272727272727273,63.63636363636363,9.090909090909092,58.50909090909091,60.0,47.72727272727273,37.5,15769.09090909091,1737.8181818181818,Algorithms
cruise-automation,Tier_C,2,0.0,100.0,0.0,54.349999999999994,54.349999999999994,68.75,68.75,8705.5,485.5,Algorithms
ctc,Tier_C,1,0.0,100.0,0.0,71.1,71.1,37.5,37.5,14450.0,2764.0,Algorithms
curefit,Tier_C,1,0.0,100.0,0.0,65.0,65.0,12.5,12.5,714.0,81.0,Algorithms
cvent,Tier_C,2,0.0,100.0,0.0,53.0,53.0,68.75,68.75,11886.0,1181.5,Algorithms
cyntexa,Tier_C,3,0.0,66.66666666666667,33.333333333333336,55.199999999999996,51.8,79.16666666666667,75.0,13595.666666666666,2193.0,Algorithms
cyware,Tier_C,1,0.0,0.0,100.0,63.0,63.0,25.0,25.0,4504.0,134.0,Algorithms
dailyhunt,Tier_C,1,100.0,0.0,0.0,68.7,68.7,12.5,12.5,1261.0,37.0,Algorithms
darwinbox,Tier_C,6,0.0,66.66666666666667,33.333333333333336,52.46666666666667,54.0,47.916666666666664,50.0,9180.833333333334,931.5,Algorithms
dassault-sysetmes,Tier_C,1,0.0,100.0,0.0,81.1,81.1,100.0,100.0,7.0,1.0,Database
dataart,Tier_C,1,100.0,0.0,0.0,44.2,44.2,62.5,62.5,25692.0,1873.0,Algorithms
databricks,Tier_B,31,6.451612903225806,70.96774193548387,22.580645161290324,52.50322580645161,53.2,41.12903225806452,37.5,7389.774193548387,1007.3548387096774,Algorithms
datadog,Tier_C,15,33.333333333333336,46.666666666666664,20.0,49.620000000000005,48.4,35.833333333333336,37.5,7002.333333333333,688.6666666666666,Algorithms
dataminr,Tier_C,2,0.0,50.0,50.0,61.55,61.55,56.25,56.25,981.5,527.5,Algorithms
de-shaw,Tier_A,110,10.0,60.0,30.0,52.73181818181816,51.1,47.15909090909091,37.5,8031.862385321101,619.2752293577981,Algorithms
deepmind,Tier_C,1,0.0,100.0,0.0,36.8,36.8,25.0,25.0,3810.0,526.0,Algorithms
delhivery,Tier_C,4,25.0,50.0,25.0,44.325,42.4,59.375,56.25,21753.75,2534.0,Algorithms
deliveroo,Tier_C,6,33.333333333333336,33.333333333333336,33.333333333333336,67.43333333333334,66.85,27.083333333333332,25.0,3593.6666666666665,846.3333333333334,Algorithms
dell,Tier_C,10,50.0,40.0,10.0,57.989999999999995,59.0,57.5,56.25,19742.1,1095.9,Algorithms
deloitte,Tier_B,41,39.02439024390244,53.65853658536585,7.317073170731708,53.197560975609754,53.3,55.18292682926829,62.5,17187.275,1842.65,Algorithms
deltax,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,62.4,66.6,45.833333333333336,37.5,8803.666666666666,531.0,Algorithms
deutsche-bank,Tier_C,21,33.333333333333336,33.333333333333336,33.333333333333336,58.30952380952382,57.5,56.54761904761905,50.0,9025.761904761905,667.0,Algorithms
devrev,Tier_C,4,25.0,25.0,50.0,50.7,49.55,71.875,75.0,22072.25,759.75,Algorithms
dialpad,Tier_C,3,33.333333333333336,33.333333333333336,33.333333333333336,49.46666666666667,41.2,50.0,62.5,18487.333333333332,830.6666666666666,Algorithms
directi,Tier_C,8,0.0,62.5,37.5,57.95,56.25,68.75,100.0,1538.0,60.625,Algorithms
discord,Tier_C,1,0.0,0.0,100.0,43.4,43.4,100.0,100.0,386.0,79.0,Algorithms
discovery,Tier_C,1,0.0,100.0,0.0,51.8,51.8,62.5,62.5,23328.0,848.0,Algorithms
disney,Tier_C,9,33.333333333333336,66.66666666666667,0.0,60.65555555555555,61.3,62.5,62.5,17703.88888888889,1192.4444444444443,Algorithms
dji,Tier_C,1,100.0,0.0,0.0,69.3,69.3,12.5,12.5,1354.0,100.0,Algorithms
docusign,Tier_B,38,7.894736842105263,71.05263157894737,21.05263157894737,59.371052631578955,59.650000000000006,51.64473684210526,50.0,11982.666666666666,894.5555555555555,Algorithms
doordash,Tier_B,80,8.75,57.5,33.75,55.17375,54.3,43.4375,37.5,8909.6125,755.3375,Algorithms
dp-world,Tier_C,13,0.0,76.92307692307692,23.076923076923077,53.423076923076934,50.3,54.80769230769231,50.0,15627.461538461539,1152.6153846153845,Algorithms
drawbridge,Tier_C,1,0.0,0.0,100.0,58.0,58.0,12.5,12.5,727.0,86.0,Algorithms
dream11,Tier_C,13,7.6923076923076925,84.61538461538461,7.6923076923076925,55.06153846153847,50.9,48.07692307692308,50.0,14102.692307692309,887.0,Algorithms
dropbox,Tier_C,22,9.090909090909092,45.45454545454545,45.45454545454545,55.18181818181818,51.5,61.36363636363637,62.5,8095.136363636364,755.7272727272727,Algorithms
druva,Tier_C,1,100.0,0.0,0.0,53.8,53.8,100.0,100.0,1620.0,122.0,Algorithms
drw,Tier_C,3,33.333333333333336,66.66666666666667,0.0,49.73333333333333,52.8,100.0,100.0,87.66666666666667,23.666666666666668,Algorithms
dtcc,Tier_C,1,0.0,100.0,0.0,35.8,35.8,100.0,100.0,184.0,43.0,Algorithms
dunzo,Tier_C,6,0.0,50.0,50.0,59.666666666666664,61.75,60.416666666666664,68.75,1082.1666666666667,100.0,Algorithms
duolingo,Tier_C,5,0.0,60.0,40.0,52.68000000000001,54.8,20.0,12.5,2467.0,158.8,Algorithms
earnin,Tier_C,5,20.0,80.0,0.0,52.02,51.8,72.5,62.5,32112.4,2576.6,Algorithms
ebay,Tier_B,58,17.24137931034483,65.51724137931035,17.24137931034483,55.67413793103448,55.65,44.827586206896555,37.5,13041.896551724138,1042.4137931034484,Algorithms
edelweiss,Tier_C,1,0.0,100.0,0.0,66.4,66.4,12.5,12.5,692.0,62.0,Algorithms
electronic-arts,Tier_C,1,100.0,0.0,0.0,74.7,74.7,12.5,12.5,2017.0,138.0,Algorithms
elitmus,Tier_C,1,100.0,0.0,0.0,67.1,67.1,25.0,25.0,175.0,35.0,Algorithms
envoy,Tier_C,2,50.0,50.0,0.0,58.65,58.65,37.5,37.5,11810.5,367.5,Algorithms
epam-systems,Tier_B,50,34.0,60.0,6.0,58.324000000000005,58.75,54.5,62.5,18297.52,2444.06,Algorithms
epic-games,Tier_C,1,0.0,100.0,0.0,56.8,56.8,37.5,37.5,15993.0,1430.0,Algorithms
epic-systems,Tier_C,15,20.0,73.33333333333333,6.666666666666667,55.82,56.6,55.833333333333336,62.5,15064.466666666667,980.8,Algorithms
epifi,Tier_C,1,0.0,0.0,100.0,49.2,49.2,100.0,100.0,605.0,22.0,Algorithms
equinix,Tier_C,1,0.0,100.0,0.0,47.4,47.4,87.5,87.5,21785.0,1127.0,Algorithms
ericsson,Tier_C,3,66.66666666666667,0.0,33.333333333333336,46.23333333333334,46.9,54.166666666666664,62.5,17145.0,2376.3333333333335,Algorithms
etsy,Tier_C,1,100.0,0.0,0.0,72.7,72.7,12.5,12.5,1480.0,72.0,Algorithms
exl,Tier_C,2,100.0,0.0,0.0,52.400000000000006,52.400000000000006,68.75,68.75,19818.0,2343.0,Algorithms
expedia,Tier_B,59,22.033898305084747,64.40677966101696,13.559322033898304,59.08474576271186,60.0,50.21186440677966,50.0,10470.189655172413,917.1896551724138,Algorithms
ey,Tier_C,1,100.0,0.0,0.0,57.5,57.5,100.0,100.0,61571.0,2223.0,Algorithms
f5-networks,Tier_C,2,0.0,100.0,0.0,55.150000000000006,55.150000000000006,68.75,68.75,15404.0,937.5,Algorithms
factset,Tier_C,4,0.0,100.0,0.0,62.62499999999999,62.349999999999994,50.0,43.75,9481.75,416.0,Algorithms
faire,Tier_C,5,0.0,40.0,60.0,41.44,42.1,37.5,37.5,4737.2,1684.8,Algorithms
fallible,Tier_C,1,100.0,0.0,0.0,48.9,48.9,37.5,37.5,1165.0,1263.0,Algorithms
fanatics,Tier_C,2,50.0,0.0,50.0,51.2,51.2,62.5,62.5,22902.5,1602.0,Algorithms
fast,Tier_C,1,0.0,100.0,0.0,36.1,36.1,62.5,62.5,8332.0,1509.0,Algorithms
fastenal,Tier_C,1,0.0,0.0,100.0,65.1,65.1,87.5,87.5,1923.0,408.0,Algorithms
fico,Tier_C,1,100.0,0.0,0.0,77.8,77.8,100.0,100.0,571.0,40.0,Algorithms
fidelity,Tier_C,5,100.0,0.0,0.0,60.71999999999999,65.5,60.0,62.5,10363.2,2802.2,Algorithms
fidessa,Tier_C,1,100.0,0.0,0.0,65.0,65.0,12.5,12.5,2182.0,401.0,Algorithms
figma,Tier_C,1,0.0,100.0,0.0,51.8,51.8,62.5,62.5,23328.0,848.0,Algorithms
fiverr,Tier_C,2,0.0,100.0,0.0,63.599999999999994,63.599999999999994,68.75,68.75,18758.0,1201.5,Algorithms
fivetran,Tier_C,2,0.0,100.0,0.0,58.9,58.9,12.5,12.5,1213.0,119.5,Algorithms
flatiron-health,Tier_C,1,0.0,100.0,0.0,66.9,66.9,37.5,37.5,1353.0,44.0,Algorithms
fleetx,Tier_C,1,0.0,100.0,0.0,36.1,36.1,100.0,100.0,144.0,335.0,Algorithms
