ID,Title
3104,find longest selfcontained substring
3154,find number way reach kth stair
3152,special array ii
3151,special array
3211,generate binary string without adjacent zero
3194,minimum average smallest largest element
3202,find maximum length valid subsequence ii
3199,count triplet even xor set bit
3215,count triplet even xor set bit ii
1484,group sold product date
978,longest turbulent subarray
2191,sort jumbled number
1789,primary department employee
2976,minimum cost convert string
2685,count number complete component
1653,minimum deletion make string balanced
1216,valid palindrome iii
1460,make two array equal reversing subarrays
313,super ugly number
1508,range sum sorted subarray sum
1851,minimum interval include query
2365,task scheduler ii
2977,minimum cost convert string ii
1221,split string balanced string
840,magic square grid
2094,finding digit even number
2074,reverse node even length group
1568,minimum number day disconnect island
3235,check rectangle corner reachable
3136,valid word
2477,minimum fuel cost report capital
365,water jug problem
1633,percentage user attended contest
624,maximum distance array
599,minimum index sum two list
2915,length longest subsequence sum target
1937,maximum number point cost
1606,find server handled number request
3191,minimum operation make binary array element equal one
590,nary tree postorder traversal
697,degree array
989,add arrayform integer
2645,minimum addition make valid string
1410,html entity parser
2334,subarray element greater varying threshold
1261,find element contaminated binary tree
576,boundary path
3217,delete node linked list present array
1172,dinner plate stack
3281,maximize score number range
2807,insert greatest common divisor linked list
3274,check two chessboard square color
674,longest continuous increasing subsequence
794,valid tictactoe state
3105,longest strictly increasing strictly decreasing subarray
2602,minimum operation make array element equal
2049,count node highest score
2419,longest subarray maximum bitwise
1371,find longest substring containing vowel even count
3193,count number inversion
884,uncommon word two sentence
170,two sum iii data structure design
2724,sort
1131,maximum absolute value expression
1525,number good way split string
2290,minimum obstacle removal reach corner
2192,ancestor node directed acyclic graph
813,largest sum average
1625,lexicographically smallest string applying operation
2227,encrypt decrypt string
2751,robot collision
3043,find length longest common prefix
2416,sum prefix score string
3163,string compression iii
641,design circular deque
619,biggest single number
774,minimize max distance gas station
2491,divide player team equal skill
1813,sentence similarity iii
3019,number changing key
2696,minimum string length removing substring
1541,minimum insertion balance parenthesis string
291,word pattern ii
1049,last stone weight ii
866,prime palindrome
3317,find number possible way event
490,maze
710,random pick blacklist
2530,maximal score applying k operation
967,number consecutive difference
358,rearrange string k distance apart
2044,count number maximum bitwiseor subset
919,complete binary tree inserter
1593,split string max number unique substring
1403,minimum subsequence nonincreasing order
440,kth smallest lexicographical order
2418,sort people
1972,first last call day
3326,minimum division operation make array non decreasing
1817,finding user active minute
1549,recent order product
1277,count square submatrices one
635,design log storage system
3159,find occurrence element array
2017,grid game
2663,lexicographically smallest beautiful string
3011,find array sorted
2601,prime subtraction operation
2070,beautiful item query
942,di string match
1343,number subarrays size k average greater equal threshold
3264,final array state k multiplication operation
2414,length longest alphabetical continuous substring
1780,check number sum power three
3349,adjacent increasing subarrays detection
505,maze ii
2516,take k character left right
2933,highaccess employee
1072,flip column maximum number equal row
2889,reshape data pivot
1975,maximum matrix sum
1301,number path max score
281,zigzag iterator
1713,minimum operation make subsequence
2163,minimum difference sum removal element
2577,minimum time visit cell grid
2097,valid arrangement pair
3371,identify largest outlier array
3369,design array statistic tracker
3366,minimum array sum
1596,frequently ordered product customer
2054,two best nonoverlapping event
1455,check word occurs prefix word sentence
2981,find longest special substring occurs thrice
1871,jump game vii
2593,find score array marking element
769,max chunk make sorted
1139,largest bordered square
3229,minimum operation make array equal target
1748,sum unique element
2872,maximum number kdivisible component
2940,find building alice bob meet
3077,maximum strength k disjoint subarrays
2211,count collision road
3386,button longest push time
2193,minimum number move make palindrome
1270,people report given manager
1014,best sightseeing pair
689,maximum sum nonoverlapping subarrays
2466,count way build good string
2559,count vowel string range
2348,number zerofilled subarrays
2381,shifting letter ii
3396,minimum number operation make element array distinct
3407,substring matching pattern
2587,rearrange array maximize prefix score
916,word subset
2789,largest element array merge operation
690,employee importance
3413,maximum coin k consecutive bag
1400,construct k palindrome string
3223,minimum length string operation
1517,find user valid email
2683,neighboring bitwise xor
1368,minimum cost make least one valid path grid
3429,paint house iv
1245,tree diameter
1765,map highest peak
2467,profitable path tree
1267,count server communicate
1443,minimum time collect apple tree
1383,maximum performance team
2948,make lexicographically smallest array swapping element
1856,maximum subarray minproduct
2317,maximum xor operation
1462,course schedule iv
2658,maximum number fish grid
2517,maximum tastiness candy basket
944,delete column make sorted
3309,maximum possible number binary concatenation
1800,maximum ascending subarray sum
353,design snake game
1609,even odd tree
2772,apply operation make array element equal zero
768,max chunk make sorted ii
1726,tuple product
3160,find number distinct color among ball
2034,stock price fluctuation
3449,maximize minimum game score
3174,clear digit
2656,maximum sum exactly k element
3026,maximum good subarray sum
3066,minimum operation exceed threshold value ii
1036,escape large maze
2492,minimum score path two city
2698,find punishment number integer
2790,maximum number group increasing length
3455,shortest matching substring
3459,length longest vshaped diagonal segment
1475,final price special discount shop
1415,kth lexicographical string happy string length n
370,range addition
2319,check matrix xmatrix
728,self dividing number
3453,separate square
3458,select k disjoint special substring
1031,maximum sum two nonoverlapping subarrays
1827,minimum operation make array increasing
3462,maximum sum k element
3170,lexicographically minimum string removing star
3461,check digit equal string operation
1749,maximum absolute sum subarray
1524,number subarrays odd sum
898,bitwise or subarrays
3454,separate square ii
873,length longest fibonacci subsequence
657,robot return origin
1366,rank team vote
147,insertion sort list
737,sentence similarity ii
2579,count total number colored cell
1559,detect cycle grid
2523,closest prime number range
2379,minimum recolors get k consecutive black block
2554,maximum number integer choose range
609,find duplicate file system
3356,zero array transformation ii
2560,house robber iv
2226,maximum candy allocated k child
589,nary tree preorder traversal
3364,minimum positive sum subarray
2594,minimum time repair car
2206,divide array equal pair
1136,parallel course
2956,find common element two array
352,data stream disjoint interval
2170,minimum operation make array alternating
2062,count vowel substring string
2484,count palindromic subsequence
1439,find kth smallest sum matrix sorted row
3169,count day without meeting
3394,check grid cut section
2780,minimum index valid split
3414,maximum score nonoverlapping interval
495,teemo attacking
3306,count substring containing every vowel k consonant ii
886,possible bipartition
1262,greatest sum divisible three
1962,remove stone minimize total
2874,maximum value ordered triplet ii
3230,customer purchasing behavior analysis
1158,market analysis
3034,number subarrays match pattern
1848,minimum distance target element
3483,unique digit even number
563,binary tree tilt
1943,describe painting
984,string without aaa bbb
2672,number adjacent element color
3206,alternating group
2426,number pair satisfying inequality
488,zuma game
2570,merge two array summing value
3050,pizza topping cost analysis
1865,finding pair certain sum
282,expression add operator
2338,count number ideal array
3434,maximum frequency subarray operation
3531,count covered building
3392,count subarrays length three condition
2302,count subarrays score less k
1991,find middle index array
401,binary watch
2071,maximum number task assign
838,push domino
1007,minimum domino rotation equal row
308,range sum query mutable
3342,find minimum time reach last room ii
2918,minimum equal sum two array replacing zero
1864,minimum number swap make binary string alternating
3335,total character string transformation
3273,minimum amount damage dealt bob
1931,painting grid three different color
434,number segment string
3355,zero array transformation
2481,minimum cut divide circle
3426,manhattan distance arrangement piece
2550,count collision monkey polygon
3424,minimum cost make array identical
2894,divisible nondivisible sum difference
397,integer replacement
2815,max pair sum array
1691,maximum height stacking cuboid
1388,pizza n slice
2359,find closest node given two node
1240,tiling rectangle fewest square
3234,count number substring dominant one
1061,lexicographically smallest equivalent string
3403,find lexicographically largest string box
3388,count beautiful split array
298,binary tree longest consecutive sequence
2873,maximum value ordered triplet
637,average level binary tree
3572,maximize y‑sum picking triplet distinct x‑values
3442,maximum difference even odd frequency
3362,zero array transformation iii
3445,maximum difference even odd frequency ii
3423,maximum difference adjacent element circular array
2032,two three
1432,max difference get changing integer
2016,maximum difference increasing element
3214,year year growth rate
3405,count number array k matching adjacent element
892,surface area shape
1941,check character equal number occurrence
2200,find kdistant index array
1893,check integer range covered
2427,number common factor
2040,kth smallest product two sorted array
1198,find smallest common element row
2265,count node equal average subtree
2500,delete greatest value row
2311,longest binary subsequence less equal k
783,minimum distance bst node
2014,longest subsequence repeated k time
2187,minimum time complete trip
3330,find original typed string
3333,find original typed string ii
3304,find kth character string game
1763,longest nice substring
3307,find kth character string game ii
3598,longest common prefix adjacent string removal
1217,minimum cost move chip position
821,shortest distance character
3610,minimum number prime sum target
3439,reschedule meeting maximum free time
305,number island ii
1643,kth smallest instruction
3440,reschedule meeting maximum free time ii
858,mirror reflection
1900,earliest latest round player compete
2001,number pair interchangeable rectangle
2779,maximum beauty array applying operation
3612,process string special operation
3201,find maximum length valid subsequence
1667,fix name table
924,minimize malware spread
3456,find special substring length k
512,game play analysis ii
492,construct rectangle
1957,delete character make fancy string
1970,last day still cross
2596,check knight tour configuration
3507,minimum pair removal sort array
3487,maximum unique subarray sum deletion
1306,jump game iii
3340,check balanced string
2210,count hill valley array
3480,maximize subarrays removing one conflicting pair
2488,count subarrays median k
2771,longest nondecreasing subarray two array
1610,maximum number visible point
2119,number double reversal
3357,minimize maximum adjacent element difference
559,maximum depth nary tree
2561,rearranging fruit
2106,maximum fruit harvested k step
3638,maximum balanced shipment
285,inorder successor bst
3002,maximum size set removal
3477,fruit basket ii
1527,patient condition
3479,fruit basket iii
808,soup serving
2566,maximum difference remapping digit
3644,maximum k sort permutation
3645,maximum total optimal activation order
2438,range product query power
223,rectangle area
2787,way express integer sum power
3639,minimum time activate string
3605,minimum stability factor array
3637,trionic array
3640,trionic array ii
3627,maximum median sum subsequence size
3634,minimum removal balance array
3482,analyze organization hierarchy
837,new game
3542,minimum operation convert element zero
473,matchstick square
3438,find valid pair adjacent digit string
1394,find lucky integer array
2735,collecting chocolate
940,distinct subsequence ii
1504,count submatrices one
3195,find minimum area cover one
3197,find minimum area cover one ii
699,falling square
1861,rotating box
1639,number way form target string given dictionary
1907,count salary category
3446,sort matrix diagonal
1836,remove duplicate unsorted linked list
3021,alice bob playing flower game
3669,balanced kfactor decomposition
1266,minimum time visiting point
3666,minimum operation equalize binary string
546,remove box
3025,find number way place people
1297,maximum number occurrence substring
3516,find closest person
3260,find largest palindrome divisible k
2749,minimum operation make integer zero
3676,count bowl subarrays
1317,convert integer sum two nozero integer
2890,reshape data melt
2327,number people aware secret
2545,sort student kth score
1733,minimum number people teach
3541,find frequent vowel consonant
966,vowel spellchecker
1935,maximum number word type
3408,design task manager
929,unique email address
1201,ugly number iii
2114,maximum number word found sentence
2592,maximize greatness array
3648,minimum sensor cover grid
2544,alternating digit sum
2089,find target index sorting array
3100,water bottle ii
3297,count substring rearranged contain string
1648,sell diminishingvalued colored ball
1203,sort item group respecting dependency
3168,minimum number chair waiting room
3071,minimum operation write letter grid
1488,avoid flood city
825,friend appropriate age
2320,count number way place house
1145,binary tree coloring game
3494,find minimum amount time brew potion
3147,taking maximum energy mystic dungeon
3186,maximum total damage spell casting
3664,twoletter card game
444,sequence reconstruction
1881,maximum value insertion
2598,smallest missing nonnegative integer operation
1948,delete duplicate folder system
3397,maximum number distinct element operation
3720,lexicographically smallest permutation greater target
2389,longest subsequence limited sum
3347,maximum frequency element performing operation ii
3346,maximum frequency element performing operation
3715,sum perfect square ancestor
1446,consecutive character
491,nondecreasing subsequence
3354,make array element equal zero
3730,maximum calorie burnt jump
3728,stable subarrays equal boundary interior sum
3370,smallest number set bit
2421,number good path
3289,two sneaky number digitville
3428,maximum minimum sum size k subsequence
3733,minimum time complete delivery
2257,count unguarded cell grid
1578,minimum time make rope colorful
3318,find xsum klong subarrays
3517,smallest palindromic rearrangement
3573,best time buy sell stock v
3607,power grid maintenance
2528,maximize minimum powered city
280,wiggle sort
2169,count operation obtain zero
2654,minimum number operation make array element equal
3228,maximum number operation move one end
411,minimum unique word abbreviation
2910,minimum number group create valid assignment
757,set intersection size least two
3190,find minimum operation make element divisible three
3608,minimum time k connected component
1015,smallest integer divisible k
3752,lexicographically smallest negated permutation sum target
2435,path matrix whose sum divisible k
1776,car fleet ii
3381,maximum subarray sum length divisible k
1816,truncate sentence
2141,maximum running time n computer
1551,minimum operation make array equal
3578,count partition maxmin difference k
1006,clumsy factorial
3767,maximize point choosing k task
3243,shortest distance road addition query
1822,sign product array
3512,minimum operation make array sum divisible k
2520,count digit divide number
3577,count number computer unlocking permutation
2562,find array concatenation value
1018,binary prefix divisible
1993,operation tree
1399,count largest group
3743,maximize cyclic partition score
3508,implement router
3652,best time buy sell stock using strategy
2906,construct product matrix
955,delete column make sorted ii
3785,minimum swap avoid forbidden value
3786,total sum interaction cost tree group
3781,maximum score binary swap
1977,number way separate number
598,range addition ii
256,paint house
2483,minimum penalty shop
1013,partition array three part equal sum
474,one zero
960,delete column make sorted iii
1411,number way paint n × grid
1390,four divisor
1380,lucky number matrix
3794,reverse string prefix
311,sparse matrix multiplication
865,smallest subtree deepest node
1729,find follower count
3806,maximum bitwise increment operation
391,perfect rectangle
1743,restore array adjacent pair
2943,maximize area square hole grid
2007,find original array doubled array
1513,number substring
483,smallest good base
3314,construct minimum bitwise array
3315,construct minimum bitwise array ii
805,split array average
2637,promise time limit
3510,minimum pair removal sort array ii
3814,maximum capacity within budget
3780,maximum sum three number divisible three
1877,minimize maximum pair sum array
665,nondecreasing array
1804,implement trie ii prefix tree
3650,minimum cost path edge reversal
3651,minimum cost path teleportation
2513,minimize maximum two array
1413,minimum value get positive step step sum
2843,count symmetric integer
2498,frog jump ii
3010,divide array subarrays minimum cost
3013,divide array subarrays minimum cost ii
3484,design spreadsheet
565,array nesting
600,nonnegative integer without consecutive one
3379,transformed array
363,max sum rectangle larger k
923,sum multiplicity
1979,find greatest common divisor array
3227,vowel game string
882,reachable node subdivided graph
1895,largest magic square
2457,minimum addition make integer beautiful
2383,minimum hour training win competition
2503,maximum number point grid query
3719,longest balanced subarray
2858,minimum edge reversal every node reachable
530,minimum absolute difference bst
3721,longest balanced subarray ii
3713,longest balanced substring
3714,longest balanced substring ii
1385,find distance value two array
3796,find maximum value constrained sequence
799,champagne tower
804,unique morse code word
687,longest univalue path
2808,minimum second equalize circular array
2860,happy student
693,binary number alternating bit
988,smallest string starting leaf
586,customer placing largest number order
476,number complement
868,binary gap
1461,check string contains binary code size k
2131,longest palindrome concatenating two letter word
990,satisfiability equality equation
859,buddy string
2785,sort vowel string
1536,minimum swap arrange binary grid
2788,split string separator
1582,special position binary matrix
956,tallest billboard
527,word abbreviation
2304,minimum path cost grid
3521,find product recommendation pair
569,median employee salary
1758,minimum change make alternating binary string
1784,check binary string one segment one
1888,minimum number flip make binary string alternating
1980,find unique binary string
3864,minimum cost partition binary string
1228,missing number arithmetic progression
3863,minimum operation sort string
3129,find possible stable binary array
3795,minimum subarray length distinct sum least k
1932,merge bsts create single bst
3130,find possible stable binary array ii
1009,complement base integer
3600,maximize spanning tree stability upgrade
3296,minimum number second make mountain height zero
3427,sum variable length subarrays
1622,fancy sequence
3872,longest arithmetic sequence changing one element
1878,get biggest three rhombus sum grid
3867,sum gcd formed pair
1953,maximum number week work
1727,largest submatrix rearrangement
2568,minimum impossible
3567,minimum absolute difference sliding submatrix
3552,grid teleportation traversal
1594,maximum non negative product matrix
1693,daily lead partner
855,exam room
1711,count good meal
3546,equal sum grid partition
3212,count submatrices equal frequency x
1912,design movie rental system
2946,matrix similarity cyclic shift
2723,add two promise
2840,check string made equal operation ii
3474,lexicographically smallest generated string
3418,maximum amount money robot earn
877,stone game
3661,maximum wall destroyed robot
3828,final element subarray deletion
2039,time network becomes idle
1236,web crawler
3069,distribute element two array
3653,xor range multiplication query
3655,xor range multiplication query ii
3740,minimum distance three equal element
2384,largest palindromic number
3741,minimum distance three equal element ii
2344,minimum deletion make array divisible
3493,property graph
3266,final array state k multiplication operation ii
2448,minimum cost make array equal
501,find mode binary search tree
917,reverse letter
2463,minimum total distance traveled
2024,maximize confusion exam
2515,shortest distance target string circular array
3488,closest equal element query
1281,subtract product sum digit integer
3761,minimum absolute distance mirror pair
2078,two furthest house different color
1857,largest color value directed graph
2452,word within two edits dictionary
2615,sum distance
1564,put box warehouse
3914,minimum operation make array non decreasing
2033,minimum operation make univalue grid
2470,number subarrays lcm equal k
3225,maximum score grid operation
3857,minimum cost split one
2661,first completely painted row column
3920,maximize fixed point deletion
861,score flipping matrix
1696,jump game vi
1206,design skiplist
3660,jump game ix
3629,minimum jump reach end via prime teleportation
1914,cyclically rotating grid
2770,maximum number jump reach last index
1674,minimum move make array complementary
3928,minimum cost buy apple ii
566,reshape matrix
3927,minimize array sum using divisible replacement
3922,minimum flip make binary string coherent
1494,parallel course ii
1151,minimum swap group together
2950,number divisible substring
3391,design binary matrix efficient layer tracking
3875,construct uniform parity array
3876,construct uniform parity array ii
1521,find value mysterious function closest target
2278,percentage letter string
1224,maximum equal frequency
2202,maximize topmost element k move
1775,equal sum array minimum number operation
2205,number user eligible discount
2230,user eligible discount
244,shortest word distance ii
708,insert sorted circular linked list
1024,video stitching
1828,query number point inside circle
1087,brace expansion
1242,web crawler multithreaded
3053,classifying triangle length
3022,minimize remaining element using operation
284,peeking iterator
996,number squareful array
2023,number pair string concatenation equal target
2351,first letter appear twice
2397,maximum row covered column
2972,count number incremovable subarrays ii
2970,count number incremovable subarrays
3030,find grid region average
3040,maximum number operation score ii
3074,apple redistribution box
688,knight probability chessboard
824,goat latin
163,missing range
3522,calculate score performing instruction
2591,distribute money maximum child
1213,intersection three sorted array
157,read n character given read
1168,optimize water distribution village
158,read n character given read ii call multiple time
3613,minimize maximum component cost
820,short encoding word
2065,maximum path quality graph
1870,minimum speed arrive time
2150,find lonely number array
477,total hamming distance
161,one edit distance
2633,convert object json string
1274,number ship rectangle
2509,cycle length query tree
3250,find count monotonic pair
2182,construct string repeat limit
510,inorder successor bst ii
2002,maximum product length two palindromic subsequence
2082,number rich customer
2959,number possible set closing branch
1307,verbal arithmetic puzzle
2975,maximum square area removing fence field
2639,find width column grid
1644,lowest common ancestor binary tree ii
1797,design authentication manager
3649,number perfect pair
2939,maximum xor product
1747,leetflex banned account
3072,distribute element two array ii
3161,block placement query
3036,number subarrays match pattern ii
3045,count prefix suffix pair ii
3042,count prefix suffix pair
2117,abbreviating product range
3495,minimum operation make array element zero
3070,count submatrices topleft element sum less k
2961,double modular exponentiation
2833,furthest point origin
3080,mark element array performing query
3433,count mention per user
3447,assign element group constraint
3452,sum good number
2060,check original string exists given two encoded string
3004,maximum subtree color
3068,find maximum sum node value
1626,best team conflict
266,palindrome permutation
1730,shortest path get food
676,implement magic dictionary
723,candy crush
749,contain virus
856,score parenthesis
1042,flower planting adjacent
1104,path zigzag labelled binary tree
1289,minimum falling path sum ii
1130,minimum cost tree leaf value
1387,sort integer power value
1491,average salary excluding minimum maximum salary
1583,count unhappy friend
1656,design ordered stream
1820,maximum number accepted invitation
1911,maximum alternating subsequence sum
2009,minimum number operation make array continuous
2423,remove letter equalize frequency
2574,left right sum difference
3131,find integer added array
593,valid square
357,count number unique digit
1978,employee whose manager left company
1945,sum digit string convert
3254,find power ksize subarrays
2590,design todo list
765,couple holding hand
2490,circular sentence
2914,minimum number change make binary string beautiful
1829,maximum xor query
3286,find safe walk grid
2784,check array good
3404,count special subsequence
2185,counting word given prefix
2373,largest local value matrix
1778,shortest path hidden grid
1079,letter tile possibility
575,distribute candy
1309,decrypt string alphabet integer mapping
3208,alternating group ii
667,beautiful arrangement ii
848,shifting letter
520,detect capital
1506,find root nary tree
747,largest number least twice others
3375,minimum operation make array value equal k
2179,count good triplet array
2176,count equal divisible pair array
2800,shortest string contains three string
2845,count interesting subarrays
2974,minimum number game
2404,frequent even element
3310,remove method project
3341,find minimum time reach last room
3024,type triangle
3557,find maximum number non intersecting substring
3547,maximum sum edge value graph
1684,count number consistent string
3568,minimum move clean classroom
3582,generate tag video caption
3443,maximum manhattan distance k change
2138,divide string group size k
3085,minimum deletion make string kspecial
2081,sum kmirror number
2231,largest number digit swap parity
551,student attendance record
2726,calculator method chaining
2303,calculate amount paid tax
2623,memoize
1202,smallest string swap
991,broken calculator
3363,find maximum number fruit collected
1698,number distinct substring string
2264,largest samedigit number string
679,game
2582,pas pillow
1300,sum mutated array closest target
3478,choose k element maximum sum
3222,find winning player coin game
2395,find subarrays equal sum
2540,minimum common value
3035,maximum palindrome operation
470,implement rand using rand
3703,remove kbalanced substring
2090,k radius subarray average
2048,next greater numerically balanced number
3609,minimum move reach target grid
2648,generate fibonacci sequence
3321,find xsum klong subarrays ii
1611,minimum one bit operation make integer zero
1437,check least length k place away
766,toeplitz matrix
717,bit bit character
623,add one row tree
2154,keep multiplying found value two
3006,find beautiful index given array
270,closest binary search tree value
608,tree node
552,student attendance record ii
3583,count special triplet
1386,cinema seat allocation
3623,count number trapezoid
2147,number way divide long corridor
1925,count square sum triple
3776,minimum move balance circular array
2124,check appears b
3497,analyze subscription conversion
3469,find minimum cost remove array element
2027,minimum move convert string
911,online election
925,long pressed name
3731,find missing element
3047,find largest area square inside two rectangle
2716,minimize string length
833,find replace string
3658,gcd odd even sum
335,self crossing
1226,dining philosopher
487,max consecutive one ii
2880,select data
3848,check digitorial permutation
777,swap adjacent lr string
3471,find largest almost missing integer
3783,mirror distance integer
596,class least student
3464,maximize distance point square
1722,minimize hamming distance swap operation
1441,build array stack operation
375,guess number higher lower ii
2462,total cost hire k worker
1188,design bounded blocking queue
1111,maximum nesting depth two valid parenthesis string
1465,maximum area piece cake horizontal vertical cut
2876,count visited node directed graph
3012,minimize length array using operation
3251,find count monotonic pair ii
2512,reward top k student
1034,coloring border
2146,k highest ranked item within price range
2159,order two column independently
965,univalued binary tree
2393,count strictly increasing subarrays
1997,first day room
1530,number good leaf node pair
939,minimum area rectangle
3498,reverse degree string
2677,chunk array
2251,number flower full bloom
3101,count alternating subarrays
2768,number black block
2817,minimum absolute difference element constraint
2021,brightest position street
1814,count nice pair array
3412,find mirror score string
1454,active user
2107,number unique flavor sharing k candy
2047,number valid word sentence
2067,number equal count substring
2719,count integer
2986,find third transaction
2603,collect coin tree
809,expressive word
2361,minimum cost using train line
1515,best position service centre
2702,minimum operation make number nonpositive
1632,rank transform matrix
1801,number order backlog
782,transform chessboard
1992,find group farmland
2839,check string made equal operation
1875,group employee salary
1181,puzzle
2165,smallest value rearranged number
3667,sort array absolute value
2008,maximum earnings taxi
1023,camelcase matching
2739,total distance traveled
2627,debounce
2604,minimum time eat grain
2700,difference two object
920,number music playlist
1112,highest grade student
1258,synonymous sentence
2518,number great partition
969,pancake sorting
2988,manager largest department
900,rle iterator
2276,count integer interval
568,maximum vacation day
1452,people whose list favorite company subset another list
1840,maximum building height
2920,maximum point collecting coin node
2171,removing minimum number magic bean
3082,find sum power subsequence
2343,query kth smallest trimmed number
3209,number subarrays value k
2875,minimum size subarray infinite array
2430,maximum deletion string
2387,median row wise sorted matrix
2660,determine winner bowling game
2644,find maximum divisibility score
1927,sum game
1569,number way reorder array get bst
2984,find peak calling hour city
2617,minimum number visited cell grid
2680,maximum
943,find shortest superstring
3323,minimize connected group inserting interval
3332,maximum point tourist earn
668,kth smallest number multiplication table
3383,minimum rune add cast spell
1579,remove max number edge keep graph fully traversable
1434,number way wear different hat
3628,maximum number subsequence one inserting
1328,break palindrome
2388,change null value table previous value
2838,maximum coin hero collect
2030,smallest klength subsequence occurrence letter
2968,apply operation maximize frequency score
2137,pour water bucket make water level equal
2869,minimum operation collect element
2552,count increasing quadruplet
2473,minimum cost buy apple
2479,maximum xor two nonoverlapping subtrees
2538,difference maximum minimum price sum
1535,find winner array game
1542,find longest awesome substring
2301,match substring replacement
3588,find maximum area triangle
2326,spiral matrix iv
3883,count non decreasing array given digit sum
1173,immediate food delivery
2565,subsequence minimum score
2611,mouse cheese
1664,way make fair array
854,ksimilar string
3123,find edge shortest path
1001,grid illumination
1178,number valid word puzzle
1250,check good array
1845,seat reservation manager
928,minimize malware spread ii
1005,maximize sum array k negation
2098,subsequence size k largest even sum
1426,counting element
3496,maximize score pair deletion
1690,stone game vii
1420,build array find maximum exactly k comparison
1397,find good string
306,additive number
1215,stepping number
2354,number excellent pair
1101,earliest moment everyone become friend
2168,unique substring equal digit frequency
2366,minimum replacement sort array
1451,rearrange word sentence
2533,number good binary string
1560,visited sector circular track
255,verify preorder sequence binary search tree
1291,sequential digit
591,tag validator
3033,modify matrix
1744,eat favorite candy favorite day
948,bag token
2019,score student solving math expression
2093,minimum cost reach city discount
982,triple bitwise equal zero
2750,way split array good subarrays
3576,transform array equal element
850,rectangle area ii
3663,find least frequent digit
2901,longest unequal adjacent group subsequence ii
2900,longest unequal adjacent group subsequence
2177,find three consecutive integer sum given number
3441,minimum cost good caption
3367,maximize sum weight edge removal
2867,count valid path tree
3710,maximum partition factor
810,chalkboard xor game
2144,minimum cost buying candy discount
1016,binary string substring representing n
1195,fizz buzz multithreaded
2162,minimum cost set cooking time
3119,maximum number pothole fixed
2061,number space cleaning robot cleaned
2850,minimum move spread stone grid
2086,minimum number food bucket feed hamster
2849,determine cell reachable given time
2610,convert array array condition
2087,minimum cost homecoming robot grid
2420,find good index
2446,determine two event conflict
1116,print zero even odd
3001,minimum move capture queen
1427,perform string shift
3167,better compression string
1771,maximize palindrome length subsequence
3437,permutation iii
2714,find shortest path k hop
1247,minimum swap make string equal
1522,diameter nary tree
3885,design event manager
246,strobogrammatic number
249,group shifted string
259,sum smaller
276,paint fence
288,unique word abbreviation
293,flip game
294,flip game ii
320,generalized abbreviation
331,verify preorder serialization binary tree
351,android unlock pattern
356,line reflection
360,sort transformed array
361,bomb enemy
382,linked list random node
393,utf validation
418,sentence screen fitting
422,valid word square
425,word square
469,convex polygon
471,encode string shortest length
484,find permutation
2031,count subarrays one zero
1059,path source lead destination
514,freedom trail
521,longest uncommon subsequence
524,longest word dictionary deleting
531,lonely pixel
533,lonely pixel ii
544,output contest match
549,binary tree longest consecutive sequence ii
562,longest line consecutive one matrix
604,design compressed string iterator
629,k inverse pair array
644,maximum average subarray ii
651,key keyboard
656,coin path
683,k empty slot
691,sticker spell word
722,remove comment
732,calendar iii
734,sentence similarity
748,shortest completing word
753,cracking safe
758,bold word string
760,find anagram mapping
702,search sorted array unknown size
789,escape ghost
800,similar rgb color
803,brick falling hit
816,ambiguous coordinate
823,binary tree factor
830,position large group
835,image overlap
519,random flip matrix
906,super palindrome
914,x kind deck card
952,largest component size common factor
954,array doubled pair
975,odd even jump
1055,shortest way form string
1057,campus bike
1012,number repeated digit
1066,campus bike ii
1056,confusing number
1088,confusing number ii
1037,valid boomerang
1121,divide array increasing sequence
1165,singlerow keyboard
1153,string transforms another string
1182,shortest distance target color
1078,occurrence bigram
1199,minimum time build block
1090,largest value label
1117,building h
1096,brace expansion ii
1231,divide chocolate
1272,remove interval
1114,print order
1619,mean array removing element
1286,iterator combination
1138,alphabet board path
1313,decompress runlength encoded list
1314,matrix block sum
1316,distinct echo substring
1144,decrease element make array zigzag
1147,longest chunked palindrome decomposition
1170,compare string frequency smallest character
1184,distance bus stop
1706,ball fall
1618,maximum font fit sentence screen
2218,maximum value k coin pile
1269,number way stay place step
1320,minimum distance type word using two finger
1401,circle rectangle overlapping
1414,find minimum number fibonacci number whose sum k
1406,stone game iii
1447,simplified fraction
1449,form largest integer digit add target
1444,number way cutting pizza
1477,find two nonoverlapping subarrays target sum
1471,k strongest value array
1499,max value equation
1503,last moment ant fall plank
1546,maximum number nonoverlapping subarrays sum equal target
1516,move subtree nary tree
1553,minimum number day eat n orange
1538,guess majority hidden array
1562,find latest group size
1548,similar path graph
1591,strange printer ii
1585,check string transformable substring sort operation
1592,rearrange space word
1595,minimum cost connect two group point
1580,put box warehouse ii
1600,throne inheritance
1728,cat mouse ii
1602,find nearest right node binary tree
1612,check two expression tree equivalent
1630,arithmetic subarrays
1655,distribute repeating integer
1673,find competitive subsequence
1660,correct binary tree
1703,minimum adjacent swap k consecutive one
1666,change root binary tree
1697,checking existence edge length limited path
1707,maximum xor element array
1692,count way distribute candy
1708,largest subarray length k
1736,latest time replacing hidden digit
1737,change minimum character satisfy one three condition
1738,find kth largest xor coordinate value
1724,checking existence edge length limited path ii
1766,tree coprimes
1753,maximum score removing stone
1759,count number homogenous substring
1770,maximum score performing multiplication operation
